Shipment_ID,Origin,Destination,Transport_Mode,Distance_km,Shipment_Volume_kg,Traffic_Level,Weather,Priority,Warehouse_Delay_hours,Transportation_Cost_INR,Delivery_Time_days
SHP20573,Hyderabad,Hyderabad,Road,1985,496,6,Clear,Standard,0.02,4290.62,7.16
SHP20574,Delhi,Delhi,Rail,1154,43,4,Clear,Standard,0.05,1580.0,6.56
SHP20575,Mumbai,Hyderabad,Air,317,43,8,Clear,Standard,1.47,2791.04,2.81
SHP20576,Delhi,Chennai,Sea,1906,23,8,Clear,Urgent,1.14,1773.31,10.04
SHP20577,Mumbai,Chennai,Road,2048,342,10,Rain,Urgent,1.3,4521.08,9.36
SHP20578,Bangalore,Bangalore,Sea,1430,309,1,Clear,Standard,0.02,1873.81,9.57
SHP20579,Hyderabad,Chennai,Road,1286,460,4,Clear,Standard,1.06,3174.73,6.02
SHP20580,Mumbai,Pune,Road,623,452,4,Rain,Standard,1.8,2056.05,7.06
SHP20581,Chennai,Hyderabad,Road,98,490,7,Clear,Standard,1.11,700.23,6.38
SHP20582,Chennai,Chennai,Sea,1200,200,7,Clear,Standard,1.83,1409.59,10.78
SHP20583,Mumbai,Delhi,Road,272,267,8,Clear,Standard,0.58,1393.21,5.25
SHP20584,Mumbai,Kochi,Road,1481,135,5,Rain,Urgent,2.03,3222.29,8.83
SHP20585,Mumbai,Coimbatore,Rail,1578,298,7,Storm,Standard,1.47,2845.36,10.89
SHP20586,Chennai,Kochi,Road,1869,384,8,Clear,Standard,0.53,4460.42,7.43
SHP20587,Chennai,Bangalore,Road,1511,88,9,Storm,Standard,0.59,3156.29,8.47
SHP20588,Mumbai,Kochi,Road,1180,370,3,Clear,Standard,1.57,2793.92,8.16
SHP20589,Delhi,Hyderabad,Road,1731,273,3,Clear,Standard,2.07,4058.05,8.54
SHP20590,Delhi,Bangalore,Road,424,200,4,Clear,Urgent,1.04,1335.35,4.82
SHP20591,Bangalore,Hyderabad,Road,2170,337,5,Clear,Standard,0.65,4808.24,7.54
SHP20592,Hyderabad,Delhi,Rail,2071,188,10,Clear,Standard,2.17,2738.57,11.39
SHP20593,Delhi,Bangalore,Road,1103,332,1,Clear,Standard,1.67,2090.8,7.21
SHP20594,Chennai,Mumbai,Road,1939,268,7,Clear,Standard,1.12,3968.37,7.52
SHP20595,Delhi,Pune,Air,1873,207,9,Clear,Standard,1.22,11663.44,6.85
SHP20596,Bangalore,Pune,Road,1524,73,8,Clear,Standard,0.51,3299.42,6.67
SHP20597,Bangalore,Hyderabad,Rail,1229,345,5,Rain,Standard,1.57,1714.35,9.63
SHP20598,Hyderabad,Kochi,Road,1114,376,4,Clear,Urgent,0.9,2962.03,5.42
SHP20599,Delhi,Coimbatore,Road,2120,332,7,Clear,Standard,2.49,4467.86,9.61
SHP20600,Chennai,Coimbatore,Road,409,157,5,Clear,Standard,1.2,791.66,5.04
SHP20601,Chennai,Mumbai,Road,2091,187,7,Clear,Standard,1.21,4617.36,7.72
SHP20602,Mumbai,Bangalore,Road,1191,410,1,Rain,Urgent,1.41,3029.48,7.13
SHP20603,Chennai,Mumbai,Road,1685,122,1,Clear,Standard,2.29,4028.51,7.8
SHP20604,Hyderabad,Mumbai,Road,1453,441,10,Clear,Standard,2.0,3798.54,8.19
SHP20605,Hyderabad,Kochi,Road,1993,104,3,Rain,Standard,1.13,4579.56,9.38
SHP20606,Chennai,Coimbatore,Road,728,336,2,Clear,Standard,1.8,1525.39,5.94
SHP20607,Chennai,Bangalore,Road,56,231,2,Clear,Standard,1.47,929.83,5.72
SHP20608,Mumbai,Delhi,Road,1641,22,7,Clear,Urgent,1.23,3081.43,6.03
SHP20609,Chennai,Kochi,Road,882,403,10,Rain,Standard,0.48,2350.74,7.47
SHP20610,Mumbai,Mumbai,Rail,1860,198,2,Clear,Standard,1.16,2806.36,8.7
SHP20611,Mumbai,Mumbai,Road,963,361,4,Clear,Standard,0.61,1989.6,5.64
SHP20612,Chennai,Delhi,Air,2061,322,2,Clear,Urgent,2.29,12574.54,6.64
SHP20613,Bangalore,Mumbai,Rail,1492,471,6,Clear,Standard,0.84,2302.02,8.9
SHP20614,Bangalore,Mumbai,Road,1500,495,8,Clear,Standard,2.38,3647.94,8.74
SHP20615,Mumbai,Mumbai,Air,1552,351,10,Clear,Standard,1.33,10421.05,5.98
SHP20616,Chennai,Pune,Sea,175,57,4,Clear,Standard,1.58,333.06,8.02
SHP20617,Bangalore,Kochi,Road,866,439,5,Storm,Standard,1.36,2186.33,8.59
SHP20618,Chennai,Chennai,Road,1879,258,4,Rain,Standard,0.32,3409.12,6.87
SHP20619,Chennai,Kochi,Air,625,188,3,Clear,Standard,0.94,4187.89,3.66
SHP20620,Chennai,Delhi,Rail,1465,472,5,Rain,Standard,0.25,2701.8,9.14
SHP20621,Delhi,Mumbai,Road,979,416,9,Clear,Standard,1.56,2222.4,7.74
SHP20622,Chennai,Kochi,Road,1513,362,8,Clear,Standard,1.12,3615.06,7.36
SHP20623,Delhi,Pune,Road,882,333,8,Clear,Standard,1.94,2391.95,8.14
SHP20624,Mumbai,Coimbatore,Road,1104,325,8,Rain,Urgent,0.55,3021.65,6.43
SHP20625,Bangalore,Delhi,Rail,1698,49,8,Rain,Urgent,0.41,2350.31,7.73
SHP20626,Bangalore,Hyderabad,Road,1950,209,7,Clear,Urgent,1.02,4114.26,7.18
SHP20627,Bangalore,Kochi,Road,1507,376,8,Storm,Urgent,2.32,3518.28,10.29
SHP20628,Bangalore,Hyderabad,Rail,1449,44,8,Clear,Standard,1.78,2524.41,9.0
SHP20629,Bangalore,Mumbai,Road,492,131,8,Rain,Standard,1.05,1642.86,7.08
SHP20630,Bangalore,Pune,Road,2172,430,10,Storm,Standard,1.29,5075.66,10.39
SHP20631,Bangalore,Pune,Rail,606,454,7,Clear,Standard,0.21,1696.34,6.72
SHP20632,Mumbai,Kochi,Air,1228,225,1,Rain,Standard,2.46,7069.58,5.98
SHP20633,Chennai,Delhi,Road,2087,204,4,Clear,Standard,1.67,4695.51,8.79
SHP20634,Hyderabad,Delhi,Road,412,401,4,Clear,Urgent,0.71,1045.21,4.73
SHP20635,Delhi,Pune,Road,1307,398,5,Clear,Standard,1.46,3588.96,6.96
SHP20636,Hyderabad,Delhi,Road,1891,66,10,Clear,Standard,0.27,3925.34,7.05
SHP20637,Hyderabad,Pune,Road,1900,393,6,Storm,Urgent,2.41,4150.51,8.72
SHP20638,Chennai,Kochi,Road,960,247,4,Rain,Standard,0.44,2422.91,6.77
SHP20639,Chennai,Chennai,Road,294,58,2,Clear,Standard,1.62,874.94,5.27
SHP20640,Chennai,Pune,Road,591,35,6,Rain,Urgent,0.61,1311.92,4.0
SHP20641,Bangalore,Hyderabad,Road,1622,41,8,Storm,Standard,1.79,3653.75,8.93
SHP20642,Mumbai,Delhi,Road,173,232,8,Clear,Standard,1.94,958.64,6.25
SHP20643,Bangalore,Pune,Road,1781,329,7,Storm,Standard,1.68,4201.38,9.42
SHP20644,Mumbai,Pune,Road,835,168,6,Clear,Standard,1.54,1930.06,7.13
SHP20645,Mumbai,Kochi,Road,2093,475,2,Rain,Urgent,2.23,4809.8,9.47
SHP20646,Hyderabad,Delhi,Air,846,260,7,Clear,Standard,0.2,5971.59,4.01
SHP20647,Hyderabad,Chennai,Rail,126,291,5,Clear,Standard,0.83,294.33,5.09
SHP20648,Mumbai,Kochi,Rail,108,78,6,Clear,Standard,0.62,250.0,5.82
SHP20649,Mumbai,Chennai,Air,1573,306,10,Clear,Standard,2.47,10146.71,7.17
SHP20650,Bangalore,Coimbatore,Road,1986,445,8,Clear,Urgent,0.97,4388.44,7.28
SHP20651,Bangalore,Kochi,Road,1351,221,8,Clear,Standard,1.83,2730.05,7.81
SHP20652,Hyderabad,Delhi,Road,117,51,3,Clear,Standard,1.71,658.18,4.69
SHP20653,Chennai,Bangalore,Rail,1982,462,7,Rain,Standard,0.53,2680.2,10.18
SHP20654,Mumbai,Delhi,Rail,414,181,1,Clear,Standard,0.6,635.5,6.49
SHP20655,Bangalore,Delhi,Road,870,274,1,Clear,Urgent,0.7,2211.34,5.23
SHP20656,Hyderabad,Chennai,Road,1452,273,7,Clear,Standard,1.03,3461.37,7.26
SHP20657,Bangalore,Chennai,Road,996,28,10,Clear,Standard,0.59,2270.39,7.35
SHP20658,Mumbai,Delhi,Road,1627,484,9,Rain,Standard,0.05,3730.24,8.47
SHP20659,Mumbai,Delhi,Rail,1427,158,7,Rain,Urgent,2.2,2328.27,9.85
SHP20660,Delhi,Delhi,Rail,1489,499,10,Clear,Standard,2.41,2487.7,10.69
SHP20661,Chennai,Chennai,Road,811,29,5,Clear,Urgent,0.85,1889.58,5.79
SHP20662,Delhi,Delhi,Sea,390,233,8,Rain,Standard,0.85,794.38,10.45
SHP20663,Hyderabad,Delhi,Rail,432,292,2,Clear,Urgent,0.02,932.16,4.42
SHP20664,Bangalore,Coimbatore,Road,1053,343,9,Rain,Standard,1.7,2569.62,9.07
SHP20665,Hyderabad,Mumbai,Road,1606,67,6,Clear,Standard,2.06,3991.05,8.09
SHP20666,Mumbai,Bangalore,Road,349,455,9,Rain,Standard,0.37,1512.05,5.82
SHP20667,Delhi,Hyderabad,Road,188,130,2,Clear,Standard,0.4,493.32,3.0
SHP20668,Delhi,Bangalore,Road,408,172,3,Clear,Urgent,1.98,1141.87,5.42
SHP20669,Delhi,Mumbai,Road,885,142,8,Storm,Urgent,1.54,1984.18,7.96
SHP20670,Hyderabad,Hyderabad,Road,1572,424,1,Clear,Standard,0.11,3464.02,6.96
SHP20671,Mumbai,Kochi,Road,1677,376,10,Clear,Standard,1.56,4640.38,9.22
SHP20672,Bangalore,Delhi,Air,2032,121,7,Clear,Standard,0.77,12384.3,5.57
SHP20673,Bangalore,Mumbai,Road,1353,260,7,Clear,Urgent,0.92,3165.56,6.68
SHP20674,Hyderabad,Coimbatore,Road,958,340,1,Clear,Standard,1.92,2142.97,7.35
SHP20675,Delhi,Kochi,Road,1184,210,9,Clear,Standard,2.03,2612.09,8.15
SHP20676,Chennai,Delhi,Sea,1045,236,8,Clear,Standard,1.0,1455.57,9.97
SHP20677,Hyderabad,Chennai,Road,1287,70,4,Clear,Standard,2.37,2786.12,7.49
SHP20678,Hyderabad,Pune,Road,1834,311,10,Rain,Standard,1.02,4525.66,9.19
SHP20679,Mumbai,Mumbai,Sea,214,100,5,Clear,Standard,1.93,625.24,9.71
SHP20680,Bangalore,Chennai,Air,1048,402,2,Clear,Standard,1.21,7045.48,4.56
SHP20681,Hyderabad,Mumbai,Air,1357,107,9,Rain,Urgent,2.24,8350.5,5.27
SHP20682,Hyderabad,Coimbatore,Road,706,213,6,Clear,Standard,2.27,1973.94,6.59
SHP20683,Delhi,Mumbai,Road,1959,123,3,Clear,Standard,0.22,4300.02,6.89
SHP20684,Delhi,Chennai,Rail,2096,290,7,Clear,Standard,2.34,2975.53,9.92
SHP20685,Chennai,Coimbatore,Sea,2161,115,9,Clear,Urgent,2.06,2243.5,12.95
SHP20686,Mumbai,Hyderabad,Rail,1190,442,3,Clear,Standard,1.98,1685.77,9.74
SHP20687,Chennai,Bangalore,Rail,1939,398,2,Clear,Standard,0.5,3116.31,8.6
SHP20688,Delhi,Delhi,Road,316,217,7,Clear,Standard,2.01,1238.56,6.94
SHP20689,Bangalore,Mumbai,Air,1895,20,7,Clear,Standard,2.13,11995.59,7.19
SHP20690,Delhi,Delhi,Road,1758,426,4,Clear,Standard,0.72,3982.2,7.26
SHP20691,Mumbai,Pune,Road,1560,397,9,Clear,Urgent,2.38,3905.17,7.9
SHP20692,Delhi,Chennai,Road,525,186,8,Clear,Urgent,0.12,1744.33,5.03
SHP20693,Mumbai,Delhi,Road,1026,145,1,Rain,Standard,0.37,2029.03,6.64
SHP20694,Mumbai,Chennai,Road,1257,332,1,Clear,Standard,1.34,2621.31,6.07
SHP20695,Mumbai,Delhi,Road,1093,100,5,Clear,Urgent,1.44,2270.28,5.37
SHP20696,Mumbai,Bangalore,Rail,2010,437,6,Clear,Standard,1.61,3128.98,10.25
SHP20697,Mumbai,Bangalore,Road,607,270,3,Clear,Urgent,0.04,1344.36,3.71
SHP20698,Bangalore,Coimbatore,Rail,1067,188,9,Clear,Standard,2.4,1701.34,9.85
SHP20699,Chennai,Bangalore,Road,1655,496,10,Clear,Urgent,0.11,4326.63,7.45
SHP20700,Hyderabad,Coimbatore,Road,932,92,6,Rain,Urgent,0.36,2132.71,4.41
SHP20701,Chennai,Bangalore,Road,715,160,4,Clear,Urgent,0.04,1790.67,5.03
SHP20702,Mumbai,Bangalore,Road,1821,89,7,Storm,Standard,1.42,3829.42,9.36
SHP20703,Bangalore,Bangalore,Road,913,281,8,Clear,Standard,2.33,2204.81,8.28
SHP20704,Delhi,Chennai,Road,631,359,9,Clear,Urgent,1.66,1971.49,6.9
SHP20705,Bangalore,Mumbai,Road,744,327,6,Clear,Standard,2.06,2023.82,7.71
SHP20706,Mumbai,Coimbatore,Sea,1301,264,6,Clear,Standard,0.03,1720.6,9.52
SHP20707,Bangalore,Delhi,Road,1660,22,8,Clear,Standard,1.36,3945.2,7.88
SHP20708,Bangalore,Bangalore,Air,1289,356,5,Clear,Urgent,1.15,8145.55,4.86
SHP20709,Mumbai,Chennai,Road,448,82,3,Clear,Urgent,1.25,1290.1,4.42
SHP20710,Bangalore,Chennai,Rail,1996,68,3,Storm,Standard,0.18,2491.05,8.62
SHP20711,Hyderabad,Chennai,Air,764,95,6,Rain,Urgent,1.71,5421.69,4.29
SHP20712,Hyderabad,Coimbatore,Rail,753,387,2,Clear,Standard,1.26,1200.62,7.57
SHP20713,Bangalore,Mumbai,Road,1764,194,6,Clear,Standard,1.91,4085.26,8.0
SHP20714,Delhi,Coimbatore,Road,2022,128,6,Clear,Standard,1.21,4097.39,7.57
SHP20715,Mumbai,Delhi,Road,131,202,8,Clear,Standard,0.37,685.78,5.8
SHP20716,Hyderabad,Mumbai,Sea,653,211,7,Clear,Standard,1.62,1335.18,10.67
SHP20717,Delhi,Hyderabad,Air,2020,84,8,Clear,Urgent,0.43,12292.17,4.86
SHP20718,Bangalore,Kochi,Sea,1760,356,9,Clear,Standard,2.18,2645.85,13.15
SHP20719,Delhi,Chennai,Road,2096,470,6,Clear,Standard,1.53,4823.68,8.69
SHP20720,Chennai,Coimbatore,Rail,952,493,3,Storm,Urgent,0.39,2030.23,8.38
SHP20721,Hyderabad,Hyderabad,Sea,414,290,10,Rain,Standard,2.41,982.84,12.05
SHP20722,Bangalore,Pune,Road,212,119,3,Storm,Urgent,1.3,750.36,5.9
SHP20723,Mumbai,Coimbatore,Road,1913,51,1,Clear,Standard,0.18,3550.37,5.73
SHP20724,Bangalore,Bangalore,Rail,165,371,5,Clear,Urgent,1.57,605.19,7.51
SHP20725,Mumbai,Kochi,Rail,930,147,4,Clear,Standard,0.63,1780.29,7.49
SHP20726,Bangalore,Bangalore,Air,889,471,9,Clear,Urgent,2.01,6104.57,4.39
SHP20727,Delhi,Mumbai,Road,1396,421,9,Clear,Standard,2.04,3520.61,8.35
SHP20728,Delhi,Kochi,Air,1086,388,5,Rain,Standard,2.45,6750.34,6.62
SHP20729,Delhi,Coimbatore,Road,992,358,10,Clear,Urgent,1.25,2521.81,6.44
SHP20730,Chennai,Delhi,Road,1774,62,4,Clear,Standard,1.14,4024.56,7.71
SHP20731,Mumbai,Hyderabad,Road,1187,391,7,Clear,Standard,1.88,2650.24,7.99
SHP20732,Delhi,Delhi,Air,71,438,6,Clear,Standard,0.33,1318.97,2.21
SHP20733,Chennai,Coimbatore,Rail,1799,97,4,Clear,Standard,1.37,2610.44,8.85
SHP20734,Mumbai,Mumbai,Road,732,333,10,Clear,Standard,1.37,2054.71,7.39
SHP20735,Bangalore,Bangalore,Road,1883,308,2,Clear,Standard,0.22,4043.22,6.47
SHP20736,Chennai,Kochi,Air,175,289,1,Clear,Standard,1.04,1294.59,2.67
SHP20737,Hyderabad,Delhi,Road,326,181,4,Storm,Standard,2.13,854.41,8.12
SHP20738,Chennai,Coimbatore,Air,2049,208,4,Clear,Standard,2.14,12905.64,7.93
SHP20739,Chennai,Delhi,Road,1277,266,1,Rain,Standard,0.25,2720.39,6.53
SHP20740,Mumbai,Coimbatore,Road,745,407,6,Clear,Standard,0.23,2518.2,6.31
SHP20741,Bangalore,Bangalore,Road,1359,235,4,Clear,Standard,0.66,3144.38,6.1
SHP20742,Hyderabad,Kochi,Road,106,334,1,Clear,Standard,2.19,403.53,5.93
SHP20743,Delhi,Hyderabad,Rail,68,432,1,Clear,Urgent,0.32,755.54,5.04
SHP20744,Delhi,Bangalore,Road,162,358,1,Clear,Standard,1.8,837.17,5.73
SHP20745,Chennai,Delhi,Road,591,409,8,Rain,Standard,0.25,1416.56,6.58
SHP20746,Mumbai,Hyderabad,Air,628,396,10,Rain,Standard,1.56,4314.78,5.62
SHP20747,Mumbai,Coimbatore,Road,1138,500,8,Clear,Standard,0.89,2977.14,7.55
SHP20748,Delhi,Hyderabad,Road,74,452,2,Clear,Standard,1.97,250.0,5.07
SHP20749,Hyderabad,Coimbatore,Sea,1622,187,7,Rain,Standard,0.58,2330.28,10.47
SHP20750,Bangalore,Bangalore,Rail,2098,358,8,Clear,Standard,1.6,3535.16,11.74
SHP20751,Hyderabad,Delhi,Road,1622,212,8,Clear,Standard,0.59,3711.47,6.89
SHP20752,Bangalore,Mumbai,Sea,190,472,10,Clear,Standard,1.78,694.92,10.83
SHP20753,Delhi,Delhi,Rail,1817,302,7,Rain,Standard,2.18,2728.98,12.19
SHP20754,Bangalore,Coimbatore,Road,697,355,5,Storm,Standard,0.32,1397.49,5.75
SHP20755,Mumbai,Chennai,Road,250,409,1,Clear,Standard,2.17,469.88,6.85
SHP20756,Chennai,Kochi,Air,306,32,9,Rain,Urgent,1.48,2663.08,4.7
SHP20757,Chennai,Pune,Rail,596,259,7,Rain,Standard,0.32,1646.3,8.48
SHP20758,Delhi,Mumbai,Road,851,339,2,Clear,Standard,1.07,1933.16,5.36
SHP20759,Mumbai,Hyderabad,Air,991,465,6,Clear,Urgent,0.4,6917.75,4.6
SHP20760,Hyderabad,Mumbai,Air,463,166,2,Clear,Standard,1.75,3165.51,3.68
SHP20761,Mumbai,Kochi,Road,2064,223,1,Storm,Standard,1.9,4519.77,10.46
SHP20762,Chennai,Hyderabad,Road,1431,99,7,Clear,Urgent,0.26,2839.81,5.67
SHP20763,Chennai,Kochi,Road,1148,398,2,Rain,Urgent,1.27,2272.16,7.24
SHP20764,Mumbai,Hyderabad,Rail,959,62,2,Clear,Standard,2.04,1668.15,8.26
SHP20765,Mumbai,Mumbai,Road,237,477,5,Rain,Standard,2.34,583.48,6.65
SHP20766,Chennai,Hyderabad,Rail,2065,108,5,Clear,Standard,1.28,2919.65,7.77
SHP20767,Hyderabad,Hyderabad,Air,1363,167,7,Clear,Urgent,2.38,8523.12,6.12
SHP20768,Delhi,Chennai,Air,2142,114,1,Rain,Standard,1.34,12903.06,6.44
SHP20769,Delhi,Delhi,Road,2180,471,8,Rain,Standard,0.99,5142.51,9.65
SHP20770,Mumbai,Delhi,Air,1196,447,3,Rain,Urgent,2.12,7625.65,5.99
SHP20771,Delhi,Pune,Road,407,170,4,Clear,Standard,1.23,1205.93,6.65
SHP20772,Chennai,Pune,Air,1601,21,9,Rain,Standard,1.18,9980.44,6.6
SHP20773,Chennai,Coimbatore,Road,1139,395,4,Clear,Standard,1.23,3298.18,6.65
SHP20774,Mumbai,Coimbatore,Road,1730,41,10,Clear,Standard,2.12,3500.55,9.03
SHP20775,Mumbai,Coimbatore,Air,211,390,5,Clear,Urgent,2.08,1896.82,3.9
SHP20776,Mumbai,Chennai,Road,499,332,7,Clear,Standard,1.01,1649.64,6.09
SHP20777,Hyderabad,Pune,Road,1547,347,4,Clear,Urgent,0.83,3482.2,5.75
SHP20778,Delhi,Kochi,Rail,1086,26,1,Storm,Standard,1.23,1135.93,9.03
SHP20779,Mumbai,Coimbatore,Rail,2000,225,9,Clear,Standard,1.43,3431.78,9.93
SHP20780,Bangalore,Coimbatore,Rail,1363,459,4,Rain,Urgent,0.6,2409.23,7.66
SHP20781,Bangalore,Mumbai,Rail,1288,394,9,Clear,Standard,1.98,2027.28,11.05
SHP20782,Chennai,Bangalore,Road,1023,470,6,Clear,Standard,1.22,2788.67,6.47
SHP20783,Delhi,Kochi,Road,681,133,1,Clear,Standard,0.84,1942.09,5.12
SHP20784,Mumbai,Coimbatore,Road,1640,291,3,Storm,Urgent,0.27,3637.82,6.94
SHP20785,Bangalore,Coimbatore,Road,1100,102,2,Rain,Standard,0.6,2361.25,6.42
SHP20786,Delhi,Coimbatore,Sea,1638,198,9,Rain,Standard,2.37,2290.1,12.58
SHP20787,Chennai,Bangalore,Rail,1743,229,1,Storm,Standard,0.76,2264.4,10.26
SHP20788,Hyderabad,Bangalore,Road,486,483,9,Clear,Standard,0.42,2153.59,7.01
SHP20789,Delhi,Chennai,Road,1606,347,9,Clear,Urgent,1.15,4082.53,6.96
SHP20790,Delhi,Kochi,Sea,1126,143,8,Rain,Standard,0.77,1141.0,11.41
SHP20791,Hyderabad,Chennai,Road,1354,500,8,Clear,Standard,0.09,3270.93,6.49
SHP20792,Delhi,Hyderabad,Rail,2128,132,1,Clear,Standard,0.81,2789.0,9.48
SHP20793,Chennai,Bangalore,Road,232,31,8,Clear,Standard,1.36,313.51,6.9
SHP20794,Chennai,Mumbai,Rail,1519,145,10,Clear,Urgent,1.38,2520.32,8.73
SHP20795,Hyderabad,Pune,Road,1529,72,3,Clear,Standard,0.89,3008.06,5.7
SHP20796,Mumbai,Mumbai,Air,1639,350,7,Clear,Urgent,1.12,10555.64,5.92
SHP20797,Bangalore,Pune,Sea,1637,408,1,Clear,Standard,2.41,1409.96,12.08
SHP20798,Mumbai,Bangalore,Rail,709,302,1,Clear,Standard,0.94,1459.25,7.28
SHP20799,Delhi,Bangalore,Rail,209,159,10,Clear,Urgent,0.65,949.21,6.08
SHP20800,Bangalore,Bangalore,Sea,1061,420,5,Clear,Standard,0.61,1184.43,9.34
